alpha,epsilon,performance
0.49,0.24,182730.10315058404
0.49,0.25,176891.9637430077
0.49,0.26,173246.2876338561
0.49,0.27,170140.77670660382
0.49,0.28,165695.98412937034
0.49,0.29,160740.45429851735
0.49,0.3,156487.8749907986
0.49,0.31,152103.01475403464
0.49,0.32,148377.2802444854
0.49,0.33,145658.92918218693
0.49,0.34,139684.3924403596
0.49,0.35,136582.72593612893
0.49,0.36,133225.0514721502
0.49,0.37,127509.12116494884
0.49,0.38,124357.93869782714
0.49,0.39,121699.51685158908
0.49,0.4,114735.13772865754
0.49,0.41,113978.07134543794
0.49,0.42,105745.88850400817
0.49,0.43,105200.186268782
0.49,0.44,98981.07022878506
0.49,0.45,98425.87188985328
0.49,0.46,92052.09922769733
0.49,0.47,86129.48363341333
0.49,0.48,85964.92616789685
0.49,0.49,80721.62798259946
0.49,0.5,75343.85111649043
0.49,0.51,74212.75761777314
0.49,0.52,68208.17902381167
0.49,0.53,69021.37852464433
0.49,0.54,58557.237296851985
0.49,0.55,58287.950693851504
0.49,0.56,52406.54276800942
0.49,0.57,50670.77187632841
0.49,0.58,47659.323020091106
0.49,0.59,42670.71170468338
0.49,0.6,36774.41200490092
0.49,0.61,35785.60633549881
0.49,0.62,29037.99977499323
0.49,0.63,26630.622622063973
0.49,0.64,24238.00080889916
0.49,0.65,20695.970433368515
0.49,0.66,15843.962910422018
0.49,0.67,16189.679667184437
0.49,0.68,10484.562775180919
0.49,0.69,10501.22322467458
0.49,0.7,3724.9773975349044
0.49,0.71,-2831.7360874024753
0.49,0.72,-6751.235647908052
0.49,0.73,-8960.122666946301
0.49,0.74,-6596.640966331186
0.49,0.75,-12742.832400057108
0.49,0.76,-17243.080772707133
0.49,0.77,-22620.414860450062
0.49,0.78,-22924.96733173506
0.49,0.79,-26819.29054408214
0.49,0.8,-34484.31721944771
0.49,0.81,-34017.36627232449
0.49,0.82,-32994.78931847257
0.49,0.83,-41153.80704479451
0.49,0.84,-44638.26573271745
0.49,0.85,-44990.70614631736
0.49,0.86,-50130.359400326706
0.49,0.87,-53935.696877125105
0.49,0.88,-56115.77238898462
0.49,0.89,-58613.20326323257
0.49,0.9,-61209.37118516637
0.49,0.91,-65855.71730957559
0.49,0.92,-67070.16823176447
0.49,0.93,-73416.88258467113
0.49,0.94,-77158.199524038
0.49,0.95,-81881.95054564164
0.49,0.96,-85288.54908153538
0.49,0.97,-84346.09501891446
0.49,0.98,-89681.74954833458
0.49,0.99,-92642.14363871029
0.49,1.0,-94996.11115800362
0.5,0.0,137165.2652981783
0.5,0.01,184633.2976113815
0.5,0.02,214231.35691138968
0.5,0.03,223697.5658126126
0.5,0.04,233954.23286933746
0.5,0.05,239158.97680158576
0.5,0.06,238948.3213697202
0.5,0.07,239766.96488856344
0.5,0.08,237863.60079607964
0.5,0.09,238150.78300713672
0.5,0.1,234146.23261955875
0.5,0.11,231369.88163436638
0.5,0.12,226479.94512776507
0.5,0.13,224808.7150382894
0.5,0.14,221170.46702136658
0.5,0.15,218343.67117820412
0.5,0.16,214155.2331644242
0.5,0.17,209795.11782914549
0.5,0.18,205763.75260744413
0.5,0.19,202743.0189715653
0.5,0.2,199881.53145496495
0.5,0.21,192340.94902040638
0.5,0.22,187929.14901688072
0.5,0.23,185822.663792614
0.5,0.24,183094.53738439997
0.5,0.25,177032.09418282466
0.5,0.26,174701.05364353285
0.5,0.27,172152.23464552066
0.5,0.28,165976.29497656858
0.5,0.29,159795.66256873723
0.5,0.3,155979.7276206538
0.5,0.31,153394.75938106937
0.5,0.32,150545.31002855257
0.5,0.33,144225.6007687146
0.5,0.34,143217.62386293113
0.5,0.35,138207.79368609516
0.5,0.36,134016.95931486267
0.5,0.37,127788.4809759983
0.5,0.38,123372.01229095599
0.5,0.39,120894.31973609135
0.5,0.4,115391.43724243746
0.5,0.41,113534.60488241941
0.5,0.42,107367.97182684972
0.5,0.43,105774.76142171126
0.5,0.44,101097.77353592627
0.5,0.45,97089.14397497068
0.5,0.46,93663.03353746407
0.5,0.47,84430.35069391892
0.5,0.48,83891.93803201802
0.5,0.49,80587.34935133396
0.5,0.5,76435.05728788038
0.5,0.51,73245.44401156953
0.5,0.52,67858.46508303452
0.5,0.53,64607.96474679568
0.5,0.54,64074.69065994556
0.5,0.55,56306.6247592929
0.5,0.56,53487.076339219384
0.5,0.57,50821.82068397981
0.5,0.58,48097.38889235124
0.5,0.59,44299.31510052772
0.5,0.6,38875.27419244123
0.5,0.61,35501.847556112385
0.5,0.62,33344.62850880915
0.5,0.63,29361.14061161471
0.5,0.64,25526.063144560434
0.5,0.65,19637.513075720963
0.5,0.66,14341.501319663663
0.5,0.67,14007.221734418721
0.5,0.68,10545.381078924074
0.5,0.69,9431.413239609654
0.5,0.7,3763.7693701025987
0.5,0.71,-3549.1819508185367
0.5,0.72,-3893.54618168644
0.5,0.73,-8690.006003890265
0.5,0.74,-10541.643384484312
0.5,0.75,-15313.606646115168
0.5,0.76,-19819.77504940061
0.5,0.77,-23218.589488895042
0.5,0.78,-27017.006172077086
0.5,0.79,-28873.84662247081
0.5,0.8,-31123.216725021277
0.5,0.81,-39344.880927496655
0.5,0.82,-35431.72990288484
0.5,0.83,-41200.57367951817
0.5,0.84,-44885.36346018729
0.5,0.85,-45926.24343391014
0.5,0.86,-50252.8252086832
0.5,0.87,-53269.0338343751
0.5,0.88,-54347.34412728635
0.5,0.89,-56842.07966010452
0.5,0.9,-62906.3536858715
0.5,0.91,-67683.12794603196
0.5,0.92,-69534.79989456543
0.5,0.93,-72816.70347083872
0.5,0.94,-74894.87939193987
0.5,0.95,-81485.70975663864
0.5,0.96,-84162.24148321565
0.5,0.97,-85425.24913050394
0.5,0.98,-89391.38665370553
0.5,0.99,-92642.14363871029
0.5,1.0,-94996.11115800362
0.51,0.0,137265.5044728989
0.51,0.01,178113.3275076157
0.51,0.02,210805.8257153278
0.51,0.03,224488.44380460127
0.51,0.04,230651.023865617
0.51,0.05,239366.1643793295
0.51,0.06,240641.18696362156
0.51,0.07,239299.0052490242
0.51,0.08,237768.65194131254
0.51,0.09,237337.2256129576
0.51,0.1,234457.84112301702
0.51,0.11,232917.31914910642
0.51,0.12,229991.24120019036
0.51,0.13,226073.808040465
0.51,0.14,223978.84982183922
0.51,0.15,219145.4360975725
0.51,0.16,213492.31979100886
0.51,0.17,208117.91566897734
0.51,0.18,206819.35899136882
0.51,0.19,202709.5495750159
0.51,0.2,199093.87146733457
0.51,0.21,194095.76502816266
0.51,0.22,189962.5774328511
0.51,0.23,187419.65606174612
0.51,0.24,184302.27474313526
0.51,0.25,178106.37790888426
0.51,0.26,173156.98555322448
0.51,0.27,170502.96250201308
0.51,0.28,165338.898802298
0.51,0.29,161187.45722660227
0.51,0.3,157780.49751880844
0.51,0.31,152181.66109379905
0.51,0.32,149442.40569782714
0.51,0.33,144443.7604904159
0.51,0.34,140696.36892516946
0.51,0.35,137885.77185620245
0.51,0.36,132865.2541091842
0.51,0.37,128069.39798061165
0.51,0.38,125203.64350676125
0.51,0.39,120859.4847043008
0.51,0.4,114069.47952663217
0.51,0.41,110150.6604020954
0.51,0.42,108721.36801426247
0.51,0.43,105126.71966116814
0.51,0.44,101728.69622218392
0.51,0.45,96425.05331261977
0.51,0.46,95818.68700637862
0.51,0.47,87889.00386191081
0.51,0.48,85883.2517221839
0.51,0.49,79101.11420205787
0.51,0.5,78587.6876644988
0.51,0.51,72961.30522878503
0.51,0.52,68810.3089974671
0.51,0.53,64612.66702547699
0.51,0.54,60900.9993625485
0.51,0.55,58828.9013524217
0.51,0.56,55087.944607518795
0.51,0.57,52725.51416936721
0.51,0.58,45493.74170564361
0.51,0.59,43516.24565879039
0.51,0.6,39012.66232396179
0.51,0.61,39135.18971211721
0.51,0.62,31378.03892766741
0.51,0.63,28000.45427794125
0.51,0.64,22240.728416640563
0.51,0.65,20084.913768324666
0.51,0.66,17502.527640007225
0.51,0.67,14501.046846008214
0.51,0.68,10905.152689485956
0.51,0.69,8085.021500280311
0.51,0.7,2216.1975120724173
0.51,0.71,-1076.5667541116554
0.51,0.72,-6128.205793658554
0.51,0.73,-9539.287453639017
0.51,0.74,-8431.702276292877
0.51,0.75,-13417.323597724193
0.51,0.76,-20694.730370321755
0.51,0.77,-24269.268172909753
0.51,0.78,-23516.64255952739
0.51,0.79,-29500.35150171476
0.51,0.8,-30557.137418907674
0.51,0.81,-34980.43020015436
0.51,0.82,-39267.072778093
0.51,0.83,-41738.71388186602
0.51,0.84,-42583.45891955265
0.51,0.85,-46197.98196935386
0.51,0.86,-54567.170688752136
0.51,0.87,-55618.22931828488
0.51,0.88,-54763.59929104752
0.51,0.89,-58148.949589344644
0.51,0.9,-59317.185965835495
0.51,0.91,-66658.89365203297
0.51,0.92,-67525.78753313718
0.51,0.93,-75381.159701324
0.51,0.94,-73106.23284412647
0.51,0.95,-77280.80655192034
0.51,0.96,-85007.10992649077
0.51,0.97,-84433.257596598
0.51,0.98,-88976.93260839013
0.51,0.99,-92642.14363871029
0.51,1.0,-94996.11115800362
0.52,0.0,137517.7750710911
0.52,0.01,174603.8117334275
0.52,0.02,204740.87766410908
0.52,0.03,222725.57681972402
0.52,0.04,231471.27436805484
0.52,0.05,237224.70696913498
0.52,0.06,240937.8461628263
0.52,0.07,240941.363065977
0.52,0.08,237814.53695239965
0.52,0.09,237366.10634901654
0.52,0.1,233552.19571999385
0.52,0.11,232073.03064615844
0.52,0.12,228677.2927882558
0.52,0.13,226197.32317666625
0.52,0.14,221895.8886276978
0.52,0.15,218382.3727244796
0.52,0.16,214025.9242737033
0.52,0.17,211903.33961981384
0.52,0.18,207266.75731440532
0.52,0.19,201123.03539894518
0.52,0.2,195841.39102194418
0.52,0.21,192217.3657337738
0.52,0.22,191104.37999310158
0.52,0.23,186411.6907431353
0.52,0.24,180557.733012845
0.52,0.25,177647.13220217815
0.52,0.26,173476.82969461672
0.52,0.27,171697.09290196063
0.52,0.28,165407.7611398797
0.52,0.29,161404.5606592405
0.52,0.3,158109.95038837558
0.52,0.31,153469.52770115781
0.52,0.32,150023.59064642072
0.52,0.33,146833.0793206312
0.52,0.34,141730.6709556773
0.52,0.35,135306.05552361673
0.52,0.36,130358.96723634646
0.52,0.37,129147.56607527824
0.52,0.38,124621.36465308935
0.52,0.39,124064.95272891264
0.52,0.4,117292.44473846184
0.52,0.41,111381.98986735684
0.52,0.42,111811.12619417404
0.52,0.43,105953.10988145926
0.52,0.44,100991.7998143525
0.52,0.45,97717.6665234892
0.52,0.46,92751.49946343366
0.52,0.47,90543.43084556547
0.52,0.48,87200.33123513115
0.52,0.49,81995.73747144507
0.52,0.5,76204.68493504114
0.52,0.51,73376.96826377873
0.52,0.52,67583.61498990573
0.52,0.53,66485.77539055838
0.52,0.54,63879.743122514024
0.52,0.55,58599.338654304585
0.52,0.56,56332.43291658044
0.52,0.57,52918.57152278405
0.52,0.58,47036.84138530003
0.52,0.59,43883.87717468568
0.52,0.6,39282.7808478685
0.52,0.61,33612.89670506601
0.52,0.62,31100.44560969429
0.52,0.63,28214.07965353207
0.52,0.64,25356.841082644616
0.52,0.65,22160.330809409345
0.52,0.66,18336.218330623098
0.52,0.67,11436.731665324165
0.52,0.68,9825.134696919791
0.52,0.69,8657.669828057707
0.52,0.7,2562.923106739012
0.52,0.71,-4311.010850510982
0.52,0.72,-5129.91704452492
0.52,0.73,-10644.241308593631
0.52,0.74,-8996.980815262204
0.52,0.75,-14588.179001774903
0.52,0.76,-18505.888799239372
0.52,0.77,-21128.164506073026
0.52,0.78,-24044.60067771805
0.52,0.79,-28950.18711471449
0.52,0.8,-32740.96772265083
0.52,0.81,-34961.23461221649
0.52,0.82,-39590.21554677507
0.52,0.83,-38438.72864926539
0.52,0.84,-43899.79384904784
0.52,0.85,-47848.266448972754
0.52,0.86,-51970.78711318394
0.52,0.87,-50074.769728299034
0.52,0.88,-55813.02286507792
0.52,0.89,-61441.764187409295
0.52,0.9,-62783.115210610864
0.52,0.91,-66109.34759710096
0.52,0.92,-70143.07888174569
0.52,0.93,-72005.65311998728
0.52,0.94,-74996.44088335088
0.52,0.95,-78059.10477477682
0.52,0.96,-83621.67739764822
0.52,0.97,-84603.18640540454
0.52,0.98,-89306.86386880568
0.52,0.99,-92642.14363871029
0.52,1.0,-94996.11115800362
0.53,0.0,137227.40887047598
0.53,0.01,179200.87096320037
0.53,0.02,210642.60568602788
0.53,0.03,222079.60710758643
0.53,0.04,233988.95508655297
0.53,0.05,233474.33792362455
0.53,0.06,237371.87975326227
0.53,0.07,239344.6078628638
0.53,0.08,238561.13426460428
0.53,0.09,239909.59502444224
0.53,0.1,233315.64208956104
0.53,0.11,231283.63982850776
0.53,0.12,227883.49558565282
0.53,0.13,224767.66565525753
0.53,0.14,220752.58942791526
0.53,0.15,218772.09358308744
0.53,0.16,215138.18646002832
0.53,0.17,210936.7513062664
0.53,0.18,206662.67673588917
0.53,0.19,204089.76191304758
0.53,0.2,199508.75208789567
0.53,0.21,191661.77258539773
0.53,0.22,191233.29318980846
0.53,0.23,185660.17715699022
0.53,0.24,183163.32051168982
0.53,0.25,177108.33874204752
0.53,0.26,174314.08115000647
0.53,0.27,171555.19553181579
0.53,0.28,166624.57615808528
0.53,0.29,163015.83124685587
0.53,0.3,159518.00401919105
0.53,0.31,153560.20392381935
0.53,0.32,150420.5301328959
0.53,0.33,145296.136130653
0.53,0.34,140469.75181005438
0.53,0.35,136280.48547676354
0.53,0.36,134926.02414475544
0.53,0.37,128061.22612001606
0.53,0.38,126048.35645965298
0.53,0.39,121426.49291363244
0.53,0.4,119686.59859469916
0.53,0.41,112965.53052618212
0.53,0.42,110285.64627435557
0.53,0.43,105015.63743234822
0.53,0.44,100468.10221981346
0.53,0.45,97725.59804477038
0.53,0.46,90878.26131730051
0.53,0.47,88076.13437030485
0.53,0.48,83627.93796554902
0.53,0.49,82080.71536299856
0.53,0.5,78520.88096683168
0.53,0.51,76220.99031319733
0.53,0.52,73465.33018571253
0.53,0.53,68441.97876249603
0.53,0.54,62743.86209482663
0.53,0.55,57771.47505726754
0.53,0.56,53150.11738703276
0.53,0.57,49805.79336267602
0.53,0.58,46862.432643217595
0.53,0.59,42170.19214808604
0.53,0.6,40214.745406258706
0.53,0.61,35959.958944717844
0.53,0.62,34643.5480462407
0.53,0.63,27681.10288106929
0.53,0.64,23630.17134351022
0.53,0.65,21746.70658078435
0.53,0.66,19160.17583389362
0.53,0.67,12469.745538994543
0.53,0.68,11105.868856195135
0.53,0.69,8911.444816393145
0.53,0.7,2943.625968999917
0.53,0.71,-2678.6191483580806
0.53,0.72,-5647.145006965841
0.53,0.73,-7775.674919860627
0.53,0.74,-9436.242691175488
0.53,0.75,-13362.684960307586
0.53,0.76,-22358.113646760146
0.53,0.77,-25567.081922493424
0.53,0.78,-23627.532667208638
0.53,0.79,-28970.33955068331
0.53,0.8,-29808.478674004757
0.53,0.81,-36279.311934292775
0.53,0.82,-37428.088791295355
0.53,0.83,-39542.11979783638
0.53,0.84,-44212.09993320503
0.53,0.85,-48437.92345935462
0.53,0.86,-52891.238973201944
0.53,0.87,-54285.292038643354
0.53,0.88,-54845.230804827435
0.53,0.89,-60994.33144994022
0.53,0.9,-60256.74638001298
0.53,0.91,-67957.26974778732
0.53,0.92,-67236.81533463742
0.53,0.93,-72415.83983848551
0.53,0.94,-75639.66879079967
0.53,0.95,-76517.83887886506
0.53,0.96,-83021.65301667155
0.53,0.97,-85668.26740764747
0.53,0.98,-87292.06908941924
0.53,0.99,-92102.7785701933
0.53,1.0,-94996.11115800362
0.54,0.0,137262.6069152138
0.54,0.01,181289.52576034973
0.54,0.02,211937.7620737333
0.54,0.03,220622.20481299527
0.54,0.04,234618.66473999975
0.54,0.05,238776.690421952
0.54,0.06,236132.7086795543
0.54,0.07,238422.86632273943
0.54,0.08,237184.6512856303
0.54,0.09,236822.15179485694
0.54,0.1,234943.56595086172
0.54,0.11,232275.3795132276
0.54,0.12,228174.09740612388
0.54,0.13,224386.72412635494
0.54,0.14,221272.9686966647
0.54,0.15,218102.09427761158
0.54,0.16,212634.74655885823
0.54,0.17,212228.2210449508
0.54,0.18,206231.842260501
0.54,0.19,203653.98476473163
0.54,0.2,198936.8946088544
0.54,0.21,193787.29750265076
0.54,0.22,187372.41832594236
0.54,0.23,188105.3169354165
0.54,0.24,184274.0127144203
0.54,0.25,177523.56721204985
0.54,0.26,176582.66086933736
0.54,0.27,170510.193855685
0.54,0.28,165981.2406711601
0.54,0.29,161813.58590555357
0.54,0.3,160961.02758828562
0.54,0.31,153728.51072717988
0.54,0.32,150087.22470506604
0.54,0.33,147364.99595618754
0.54,0.34,141586.76859097855
0.54,0.35,139832.22598701785
0.54,0.36,129973.27358860812
0.54,0.37,129598.48959386646
0.54,0.38,128480.17169994253
0.54,0.39,121605.34050509594
0.54,0.4,115180.72888184187
0.54,0.41,112439.6348815868
0.54,0.42,111716.57722961773
0.54,0.43,107723.15897176757
0.54,0.44,101281.46545388446
0.54,0.45,96756.20699682942
0.54,0.46,94591.93040927418
0.54,0.47,88999.62296728176
0.54,0.48,82317.74033697651
0.54,0.49,82928.16652054116
0.54,0.5,75568.56689562179
0.54,0.51,74910.23310245542
0.54,0.52,70056.22315097394
0.54,0.53,65519.856517465574
0.54,0.54,62554.12885831779
0.54,0.55,54963.228979133964
0.54,0.56,54699.16253630888
0.54,0.57,49521.42211251479
0.54,0.58,43877.516454267046
0.54,0.59,43610.191378121286
0.54,0.6,41733.09932537204
0.54,0.61,35184.63569455659
0.54,0.62,30833.85561770571
0.54,0.63,28107.09902284417
0.54,0.64,21895.06052566465
0.54,0.65,19676.613946825946
0.54,0.66,16873.908229865512
0.54,0.67,13763.249279539186
0.54,0.68,7946.89141631807
0.54,0.69,6547.717363373881
0.54,0.7,3267.454199740274
0.54,0.71,-1451.3194005672854
0.54,0.72,-3096.6949332579215
0.54,0.73,-7538.038537346167
0.54,0.74,-7847.905139836483
0.54,0.75,-13713.04542204339
0.54,0.76,-17512.637683614106
0.54,0.77,-23416.496531262426
0.54,0.78,-24435.669730212205
0.54,0.79,-30419.707168168854
0.54,0.8,-33283.043397498965
0.54,0.81,-36751.91432686661
0.54,0.82,-37986.92648069594
0.54,0.83,-39818.692749700494
0.54,0.84,-43409.900048830285
0.54,0.85,-49485.22228213602
0.54,0.86,-52437.107937308196
0.54,0.87,-55665.22838949478
0.54,0.88,-52230.330321300295
0.54,0.89,-59226.08943724804
0.54,0.9,-60933.89785187557
0.54,0.91,-66382.35588821935
0.54,0.92,-68613.38515664631
0.54,0.93,-73176.05012434557
0.54,0.94,-72838.61780432449
0.54,0.95,-77564.28541783438
0.54,0.96,-86852.04113639999
0.54,0.97,-84667.81418395831
0.54,0.98,-88049.35933983559
0.54,0.99,-92102.7785701933
0.54,1.0,-94996.11115800362
0.55,0.0,137262.6069152138
0.55,0.01,180160.68564112418
0.55,0.02,203331.39757906628
0.55,0.03,226382.14265699033
0.55,0.04,233226.989997715
0.55,0.05,237255.5506121397
0.55,0.06,241057.59644420055
0.55,0.07,239843.58917782156
0.55,0.08,238750.52422807275
0.55,0.09,237256.18507001258
0.55,0.1,235013.99614852894
0.55,0.11,232282.86252354938
0.55,0.12,228946.44935478494
0.55,0.13,225471.263043413
0.55,0.14,222415.7951203914
0.55,0.15,220231.79899034128
0.55,0.16,214405.75752104406
0.55,0.17,210314.33096335898
0.55,0.18,207186.37667653873
0.55,0.19,203985.97283901717
0.55,0.2,199175.37370198322
0.55,0.21,193566.29134536325
0.55,0.22,190427.03084087747
0.55,0.23,186496.8501301355
0.55,0.24,180885.64253463625
0.55,0.25,177704.21707668115
0.55,0.26,173869.14852425441
0.55,0.27,168485.59949496188
0.55,0.28,166938.27402175643
0.55,0.29,160347.91939106857
0.55,0.3,158002.74907437814
0.55,0.31,154201.4408717752
0.55,0.32,150442.94158604273
0.55,0.33,145307.21268667278
0.55,0.34,144206.21239484925
0.55,0.35,138369.22085799533
0.55,0.36,130220.93160085026
0.55,0.37,131176.7369409372
0.55,0.38,124853.65756162588
0.55,0.39,122040.67433838674
0.55,0.4,117629.88631544028
0.55,0.41,113046.04651406755
0.55,0.42,110789.35791363241
0.55,0.43,105035.73657643338
0.55,0.44,100685.89650721129
0.55,0.45,97675.77897849631
0.55,0.46,91922.99073878431
0.55,0.47,90980.92110822396
0.55,0.48,85485.81330012257
0.55,0.49,80768.13152252897
0.55,0.5,78215.60166392119
0.55,0.51,74852.16885088394
0.55,0.52,70909.78111155459
0.55,0.53,64477.02556726678
0.55,0.54,62536.0383519717
0.55,0.55,57592.7021628936
0.55,0.56,55940.4130322057
0.55,0.57,51187.66376416135
0.55,0.58,45413.137429910326
0.55,0.59,41611.23174320267
0.55,0.6,39863.470902155525
0.55,0.61,37047.89426557157
0.55,0.62,32373.633487145373
0.55,0.63,28222.268291143613
0.55,0.64,27453.838935483873
0.55,0.65,18406.695638596982
0.55,0.66,17458.104599500115
0.55,0.67,13281.63598887084
0.55,0.68,10419.404017585843
0.55,0.69,7769.970599432715
0.55,0.7,1049.1850525795262
0.55,0.71,-1708.607653676555
0.55,0.72,-2876.219852626339
0.55,0.73,-8550.664774177518
0.55,0.74,-11239.172437938672
0.55,0.75,-13708.883175407747
0.55,0.76,-19467.325987934833
0.55,0.77,-23926.986264500774
0.55,0.78,-25750.874941081638
0.55,0.79,-27420.692528441934
0.55,0.8,-32886.336901602146
0.55,0.81,-33139.45772688154
0.55,0.82,-37397.964705217746
0.55,0.83,-40634.00873496036
0.55,0.84,-43286.04626014976
0.55,0.85,-44561.87818618675
0.55,0.86,-48524.68109940403
0.55,0.87,-51790.64901332642
0.55,0.88,-56951.0907913026
0.55,0.89,-57952.83624073611
0.55,0.9,-61544.80924804241
0.55,0.91,-66405.27402185525
0.55,0.92,-69411.16630957558
0.55,0.93,-74631.5835947979
0.55,0.94,-73217.72686296978
0.55,0.95,-77694.94903249945
0.55,0.96,-86317.61143507976
0.55,0.97,-86937.76821023546
0.55,0.98,-87548.69554327118
0.55,0.99,-92102.7785701933
0.55,1.0,-94996.11115800362
0.56,0.0,137262.6069152138
0.56,0.01,179407.02230950588
0.56,0.02,208282.4467552501
0.56,0.03,223920.30220852428
0.56,0.04,229664.87155181446
0.56,0.05,238933.51837286315
0.56,0.06,240021.70688318482
0.56,0.07,240861.69925774806
0.56,0.08,237851.77855597765
0.56,0.09,236277.9891982025
0.56,0.1,237058.72067954685
0.56,0.11,230629.1500625861
0.56,0.12,229160.47590964957
0.56,0.13,225420.6699804094
0.56,0.14,221479.743075076
0.56,0.15,217893.6429228519
0.56,0.16,214791.25651976137
0.56,0.17,210227.2496995454
0.56,0.18,207613.38084516834
0.56,0.19,202408.93571480288
0.56,0.2,196187.3052792167
0.56,0.21,195420.1314452208
0.56,0.22,192781.45854348032
0.56,0.23,187151.17558353746
0.56,0.24,183158.99966993753
0.56,0.25,177433.79059821749
0.56,0.26,173647.1097183959
0.56,0.27,169020.26101496036
0.56,0.28,163467.69907956902
0.56,0.29,162581.80474993138
0.56,0.3,158662.47052778007
0.56,0.31,153194.03945394457
0.56,0.32,149902.13331499018
0.56,0.33,144835.36029511926
0.56,0.34,140654.1766839798
0.56,0.35,139041.4732489712
0.56,0.36,133866.5710143226
0.56,0.37,130322.77804925614
0.56,0.38,124902.92462225897
0.56,0.39,122572.4876532169
0.56,0.4,116713.61353054039
0.56,0.41,114733.55357149756
0.56,0.42,108821.56124089968
0.56,0.43,105016.70980025007
0.56,0.44,105162.8168223639
0.56,0.45,96760.10388453481
0.56,0.46,94998.98868052164
0.56,0.47,88848.01474397525
0.56,0.48,83411.5095497062
0.56,0.49,83761.67110187787
0.56,0.5,79086.42394504035
0.56,0.51,74556.90503220572
0.56,0.52,71846.15703502619
0.56,0.53,65881.97109046837
0.56,0.54,61213.023641807384
0.56,0.55,55814.6669581753
0.56,0.56,54913.63801406753
0.56,0.57,50103.13433492123
0.56,0.58,48157.14987434059
0.56,0.59,42840.13799573435
0.56,0.6,39373.69142132131
0.56,0.61,38801.26290600361
0.56,0.62,35358.283420293716
0.56,0.63,30095.193970927598
0.56,0.64,24826.686620331246
0.56,0.65,21705.96790478105
0.56,0.66,17763.701671092676
0.56,0.67,16026.856928432668
0.56,0.68,8452.894326264832
0.56,0.69,10465.069428365263
0.56,0.7,4238.64213192841
0.56,0.71,-714.1958539090374
0.56,0.72,-1418.8489094787637
0.56,0.73,-7813.53105381903
0.56,0.74,-8558.401206943228
0.56,0.75,-15397.538179060895
0.56,0.76,-17343.91494364704
0.56,0.77,-23497.762232260175
0.56,0.78,-24404.949151951078
0.56,0.79,-28974.561610933793
0.56,0.8,-29934.738181566143
0.56,0.81,-32531.732526138883
0.56,0.82,-35856.57663080471
0.56,0.83,-38358.707514924354
0.56,0.84,-43222.138393913214
0.56,0.85,-46288.86018926231
0.56,0.86,-51682.73097531732
0.56,0.87,-50528.27323810333
0.56,0.88,-52743.18573099199
0.56,0.89,-58568.88089366537
0.56,0.9,-58541.19010158678
0.56,0.91,-65757.08659306518
0.56,0.92,-66579.30614228881
0.56,0.93,-75820.5133709812
0.56,0.94,-72941.15139982375
0.56,0.95,-77258.42044808717
0.56,0.96,-87105.57931227575
0.56,0.97,-85511.76014063072
0.56,0.98,-87261.47764075827
0.56,0.99,-92102.7785701933
0.56,1.0,-94996.11115800362
0.57,0.0,137262.6069152138
0.57,0.01,174863.73691603198
0.57,0.02,205947.57299400895
0.57,0.03,225516.32498771578
0.57,0.04,235587.9416380726
0.57,0.05,239012.32858392756
0.57,0.06,241979.91079845003
0.57,0.07,239230.54106455948
0.57,0.08,237764.42284216033
0.57,0.09,237936.71334100503
0.57,0.1,235792.05839881764
0.57,0.11,233492.2504305481
0.57,0.12,229245.95425024655
0.57,0.13,224701.94265923323
0.57,0.14,221225.87949925277
0.57,0.15,219898.7940071967
0.57,0.16,217448.2743292731
0.57,0.17,211113.9693408101
0.57,0.18,206338.7390698177
0.57,0.19,203793.0262897936
0.57,0.2,198883.4316307733
0.57,0.21,195175.15470538125
0.57,0.22,188703.82639561454
0.57,0.23,186602.68490503618
0.57,0.24,184633.19818961353
0.57,0.25,179345.05051886855
0.57,0.26,175243.35372935535
0.57,0.27,171457.99893234094
0.57,0.28,166790.51761751075
0.57,0.29,163831.83183825194
0.57,0.3,157557.7400110521
0.57,0.31,153896.7731821196
0.57,0.32,148763.66003963957
0.57,0.33,146451.18253399862
0.57,0.34,141791.47425614996
0.57,0.35,137402.9355856601
0.57,0.36,133191.67721423265
0.57,0.37,132064.67227236775
0.57,0.38,126946.93389927494
0.57,0.39,122379.46015930787
0.57,0.4,119925.04249688957
0.57,0.41,113336.65199971003
0.57,0.42,110607.00545933047
0.57,0.43,103393.21625102643
0.57,0.44,103673.53901580028
0.57,0.45,97222.99044260255
0.57,0.46,94733.54612437435
0.57,0.47,87540.3149767034
0.57,0.48,87789.26793010531
0.57,0.49,82585.24912520699
0.57,0.5,78893.34880448077
0.57,0.51,75282.05680249298
0.57,0.52,71260.55506495648
0.57,0.53,63582.97993542375
0.57,0.54,62325.69072916767
0.57,0.55,59245.710688788095
0.57,0.56,57223.46409719707
0.57,0.57,53964.625121103774
0.57,0.58,48582.005107001365
0.57,0.59,43730.64471660303
0.57,0.6,40324.02962558959
0.57,0.61,35689.64036812204
0.57,0.62,31812.093541432398
0.57,0.63,27752.098815627884
0.57,0.64,23586.011829280265
0.57,0.65,21416.94587074758
0.57,0.66,17678.190864273947
0.57,0.67,15368.263551109136
0.57,0.68,14531.882705958813
0.57,0.69,8922.117178526503
0.57,0.7,2722.490631350828
0.57,0.71,-948.2657179628131
0.57,0.72,-3513.033555229275
0.57,0.73,-8926.481957742197
0.57,0.74,-8778.859829747247
