alpha,epsilon,performance
0.57,0.75,-14723.109535170663
0.57,0.76,-18029.907938388707
0.57,0.77,-23317.4849087135
0.57,0.78,-24672.584731877538
0.57,0.79,-29632.899253863816
0.57,0.8,-32647.94594903291
0.57,0.81,-36024.826051710916
0.57,0.82,-36441.296343984446
0.57,0.83,-40209.23170009421
0.57,0.84,-45193.58737776284
0.57,0.85,-42422.33327649507
0.57,0.86,-45979.47128002067
0.57,0.87,-53504.0207087506
0.57,0.88,-57225.47151601936
0.57,0.89,-59196.66212229036
0.57,0.9,-62274.875299253865
0.57,0.91,-65972.37628214328
0.57,0.92,-67148.41759896124
0.57,0.93,-74771.39246930093
0.57,0.94,-74931.55641924463
0.57,0.95,-75265.71871343859
0.57,0.96,-81749.09690469944
0.57,0.97,-86282.7191290937
0.57,0.98,-88048.08031394107
0.57,0.99,-92102.7785701933
0.57,1.0,-94996.11115800362
0.58,0.0,137100.48817152617
0.58,0.01,182349.6484594197
0.58,0.02,211081.54007026783
0.58,0.03,219629.6729733655
0.58,0.04,233892.81815468005
0.58,0.05,240805.25199989066
0.58,0.06,239580.61736664455
0.58,0.07,241449.64774639875
0.58,0.08,239246.7875086144
0.58,0.09,238505.9649954047
0.58,0.1,235099.66556296145
0.58,0.11,232042.8148968299
0.58,0.12,231223.1092371719
0.58,0.13,226680.6204833575
0.58,0.14,222767.73024684857
0.58,0.15,219333.17779645487
0.58,0.16,213905.66423377377
0.58,0.17,212682.9062496691
0.58,0.18,205838.6229840626
0.58,0.19,204408.72813885208
0.58,0.2,199048.53165782292
0.58,0.21,194208.91957917923
0.58,0.22,189493.10716442412
0.58,0.23,186502.480732236
0.58,0.24,183099.97198592284
0.58,0.25,180073.53926210615
0.58,0.26,175371.421687438
0.58,0.27,170993.66809033358
0.58,0.28,166646.3918683772
0.58,0.29,164214.65249682212
0.58,0.3,159019.58214058477
0.58,0.31,152424.41982363936
0.58,0.32,150233.97102457698
0.58,0.33,146841.58726698186
0.58,0.34,142316.21760110534
0.58,0.35,140469.39362943772
0.58,0.36,133867.4756924413
0.58,0.37,130671.90534607565
0.58,0.38,124910.4395716251
0.58,0.39,121703.03685325442
0.58,0.4,118790.34578992835
0.58,0.41,113825.53766744684
0.58,0.42,107123.45030934928
0.58,0.43,108341.73293753914
0.58,0.44,101867.65636722927
0.58,0.45,97387.84101297978
0.58,0.46,95543.57442068365
0.58,0.47,90687.27746599905
0.58,0.48,85319.20992010608
0.58,0.49,84603.85888292964
0.58,0.5,78242.46998522499
0.58,0.51,76982.64509155616
0.58,0.52,71749.87295003636
0.58,0.53,70007.1662419874
0.58,0.54,64917.04356406367
0.58,0.55,57890.21704765097
0.58,0.56,53599.0936826971
0.58,0.57,51239.17341683553
0.58,0.58,47648.1724097843
0.58,0.59,40187.76044817605
0.58,0.6,39647.390712627406
0.58,0.61,37064.32917680104
0.58,0.62,33046.72366116084
0.58,0.63,26563.64637427318
0.58,0.64,22307.279178721463
0.58,0.65,19507.586393116493
0.58,0.66,18353.035045468172
0.58,0.67,13527.291190641101
0.58,0.68,11025.055841837635
0.58,0.69,7818.268359720731
0.58,0.7,1844.4067399922906
0.58,0.71,-1221.1203343606085
0.58,0.72,-3232.015438193758
0.58,0.73,-7178.955055229273
0.58,0.74,-8756.201876472893
0.58,0.75,-14717.553908968584
0.58,0.76,-19076.63797607533
0.58,0.77,-21151.0725617703
0.58,0.78,-24865.88527975833
0.58,0.79,-29587.701958837202
0.58,0.8,-32755.76103370027
0.58,0.81,-38551.701864493094
0.58,0.82,-35146.473541329055
0.58,0.83,-39052.9652111812
0.58,0.84,-43981.557262137576
0.58,0.85,-45160.27897204679
0.58,0.86,-51052.848919297554
0.58,0.87,-51955.23621983758
0.58,0.88,-55104.36299871383
0.58,0.89,-59559.03323637784
0.58,0.9,-62125.83922567349
0.58,0.91,-66638.63511601168
0.58,0.92,-67745.14524458419
0.58,0.93,-73448.15695327811
0.58,0.94,-77800.29373619013
0.58,0.95,-75610.21084034578
0.58,0.96,-83637.61502032471
0.58,0.97,-84462.6043657301
0.58,0.98,-88464.41377356152
0.58,0.99,-92102.7785701933
0.58,1.0,-94996.11115800362
0.59,0.0,137100.48817152617
0.59,0.01,180814.62191647475
0.59,0.02,210358.6118558801
0.59,0.03,223179.17127774644
0.59,0.04,234638.74423755467
0.59,0.05,237999.95422275434
0.59,0.06,239903.95037593867
0.59,0.07,240581.38739247166
0.59,0.08,238207.74838747567
0.59,0.09,237368.7060114949
0.59,0.1,234885.85122306945
0.59,0.11,232320.1817103773
0.59,0.12,229571.7664777165
0.59,0.13,227099.97177453595
0.59,0.14,223580.90567371825
0.59,0.15,218931.61045515264
0.59,0.16,216642.01213961735
0.59,0.17,211909.41068788085
0.59,0.18,207524.75516576692
0.59,0.19,204251.84161026462
0.59,0.2,198346.08019691982
0.59,0.21,194501.85998784326
0.59,0.22,188747.9088222893
0.59,0.23,187514.4158006254
0.59,0.24,181916.71022903288
0.59,0.25,179823.00374903134
0.59,0.26,174831.54061129224
0.59,0.27,170579.80591926616
0.59,0.28,166389.2585389945
0.59,0.29,163773.5413353039
0.59,0.3,160400.36476416132
0.59,0.31,153493.19085613504
0.59,0.32,150658.3259965671
0.59,0.33,148694.37296253358
0.59,0.34,143147.61329204374
0.59,0.35,137276.9459134375
0.59,0.36,134214.51238388984
0.59,0.37,130947.08288043163
0.59,0.38,124136.50104515298
0.59,0.39,121124.92953938447
0.59,0.4,118430.5110343211
0.59,0.41,114786.23003925695
0.59,0.42,111664.26084486039
0.59,0.43,108945.23159739206
0.59,0.44,101653.50914777085
0.59,0.45,98528.98716039561
0.59,0.46,93448.42648106167
0.59,0.47,92055.33703688649
0.59,0.48,85930.41559598182
0.59,0.49,83322.13733934693
0.59,0.5,79674.11811578533
0.59,0.51,74058.10681909339
0.59,0.52,70455.56892991034
0.59,0.53,64890.699904015826
0.59,0.54,63534.24819923737
0.59,0.55,60107.15195721509
0.59,0.56,53868.786873635494
0.59,0.57,54001.404788518084
0.59,0.58,45344.3600615584
0.59,0.59,43574.472187760475
0.59,0.6,39541.17491119454
0.59,0.61,33943.68433998462
0.59,0.62,34557.34838132439
0.59,0.63,28769.5615759159
0.59,0.64,24209.713215447864
0.59,0.65,19406.444539954755
0.59,0.66,18225.973221471464
0.59,0.67,12112.03133203334
0.59,0.68,9812.31660058787
0.59,0.69,11232.401768707292
0.59,0.7,6055.655789088386
0.59,0.71,465.1489236845109
0.59,0.72,-2543.7586005446756
0.59,0.73,-7917.392454216591
0.59,0.74,-9985.239688610096
0.59,0.75,-12728.81500690569
0.59,0.76,-15969.453926979231
0.59,0.77,-21104.933067156177
0.59,0.78,-27048.58249428092
0.59,0.79,-28377.082173937357
0.59,0.8,-31563.81656863381
0.59,0.81,-32761.100876412747
0.59,0.82,-37486.50938731204
0.59,0.83,-41609.98435879199
0.59,0.84,-45865.287708233176
0.59,0.85,-43990.970910708565
0.59,0.86,-50706.57938244359
0.59,0.87,-51366.00250249452
0.59,0.88,-56921.00801236622
0.59,0.89,-59896.17485174803
0.59,0.9,-59099.127129724206
0.59,0.91,-65530.84816863337
0.59,0.92,-67257.2073182921
0.59,0.93,-72420.19010069396
0.59,0.94,-72692.76537284147
0.59,0.95,-75398.12490027377
0.59,0.96,-83442.62947674203
0.59,0.97,-84410.90452173493
0.59,0.98,-88924.1789221325
0.59,0.99,-92102.7785701933
0.59,1.0,-94996.11115800362
0.6,0.0,137100.48817152617
0.6,0.01,181244.93497332
0.6,0.02,207792.41361699352
0.6,0.03,218245.41727767908
0.6,0.04,234729.2059863056
0.6,0.05,240163.70562904803
0.6,0.06,238731.64228287005
0.6,0.07,240628.1783612586
0.6,0.08,239275.44369070142
0.6,0.09,236115.67446848983
0.6,0.1,236516.2704420177
0.6,0.11,232092.21844650354
0.6,0.12,229406.73082395454
0.6,0.13,225488.0275184787
0.6,0.14,220814.84527248796
0.6,0.15,218320.4304662397
0.6,0.16,216833.7054031085
0.6,0.17,212181.75455988589
0.6,0.18,207201.21216352406
0.6,0.19,203111.76807071775
0.6,0.2,198310.0894490015
0.6,0.21,195775.56147406335
0.6,0.22,190794.53385183687
0.6,0.23,185587.25595605272
0.6,0.24,183252.9181207139
0.6,0.25,178415.28372127656
0.6,0.26,173536.8724334961
0.6,0.27,170631.14823102072
0.6,0.28,167493.1038576728
0.6,0.29,164744.6999820146
0.6,0.3,161985.37545349455
0.6,0.31,151689.5556517392
0.6,0.32,149694.9788146677
0.6,0.33,143257.62915712508
0.6,0.34,142915.56705367457
0.6,0.35,138759.1594768911
0.6,0.36,133894.80016103334
0.6,0.37,130426.41041234974
0.6,0.38,126197.63944766592
0.6,0.39,121950.18633934697
0.6,0.4,115767.87170007009
0.6,0.41,115308.90850099275
0.6,0.42,112557.51719936497
0.6,0.43,106212.91118039409
0.6,0.44,103264.12096881952
0.6,0.45,97754.43352547701
0.6,0.46,94959.70954675818
0.6,0.47,89582.18273077288
0.6,0.48,87209.87962931018
0.6,0.49,80397.93079095597
0.6,0.5,79229.96573679647
0.6,0.51,75115.03586126582
0.6,0.52,70098.60117712355
0.6,0.53,66920.20649182615
0.6,0.54,64818.753949908794
0.6,0.55,56563.8147451905
0.6,0.56,55231.49399336391
0.6,0.57,51189.22574531804
0.6,0.58,46590.802065789125
0.6,0.59,44373.90340850161
0.6,0.6,41030.43061123208
0.6,0.61,37133.55842170396
0.6,0.62,31050.33822640731
0.6,0.63,28858.631148213575
0.6,0.64,23770.115314795217
0.6,0.65,22170.096518546048
0.6,0.66,16883.755077258742
0.6,0.67,14019.693994129171
0.6,0.68,11906.166309086857
0.6,0.69,9835.430208329264
0.6,0.7,2024.1919929066125
0.6,0.71,-1367.3859523563192
0.6,0.72,608.8650398873519
0.6,0.73,-7830.17314951323
0.6,0.74,-10411.058632912824
0.6,0.75,-15958.41905907736
0.6,0.76,-17152.742402689903
0.6,0.77,-20340.341701624755
0.6,0.78,-24140.638659707405
0.6,0.79,-28497.18565804207
0.6,0.8,-30814.329418075
0.6,0.81,-33959.436223483484
0.6,0.82,-36425.9723019997
0.6,0.83,-40296.99198185108
0.6,0.84,-42960.2106273465
0.6,0.85,-43127.118375842416
0.6,0.86,-51823.717736693085
0.6,0.87,-51082.580950000374
0.6,0.88,-52185.12146609059
0.6,0.89,-58275.566403214565
0.6,0.9,-62023.11867516715
0.6,0.91,-65938.14888713158
0.6,0.92,-67892.23376624798
0.6,0.93,-74273.31276080196
0.6,0.94,-75660.88927926263
0.6,0.95,-76425.07213466728
0.6,0.96,-84285.07067607445
0.6,0.97,-85932.37227356152
0.6,0.98,-88360.25742578565
0.6,0.99,-92102.7785701933
0.6,1.0,-94996.11115800362
0.61,0.0,136972.0307112006
0.61,0.01,176547.4018980286
0.61,0.02,211329.10891490796
0.61,0.03,223758.88355642775
0.61,0.04,233200.9113204291
0.61,0.05,237507.8306705754
0.61,0.06,242079.53612981323
0.61,0.07,239958.2825171961
0.61,0.08,239279.94039695742
0.61,0.09,238115.54794822907
0.61,0.1,235329.5327360167
0.61,0.11,232244.6611826899
0.61,0.12,230116.8329318909
0.61,0.13,226226.7560852028
0.61,0.14,222382.42620730164
0.61,0.15,220513.91373441147
0.61,0.16,216160.14510135315
0.61,0.17,212124.40638599795
0.61,0.18,206106.6697043536
0.61,0.19,204875.5923710628
0.61,0.2,199455.95097194795
0.61,0.21,193775.890483935
0.61,0.22,190916.21488234476
0.61,0.23,186820.16721717338
0.61,0.24,182531.77642740504
0.61,0.25,179295.7927064089
0.61,0.26,175041.64500002525
0.61,0.27,170779.7321090493
0.61,0.28,168106.97575935305
0.61,0.29,161582.61027902906
0.61,0.3,157243.2411973097
0.61,0.31,154591.10836472403
0.61,0.32,149458.8903494063
0.61,0.33,147810.89134658582
0.61,0.34,142414.12531607796
0.61,0.35,137498.6860445754
0.61,0.36,134131.9891506515
0.61,0.37,132764.54303220572
0.61,0.38,127060.20498169938
0.61,0.39,123872.48496144587
0.61,0.4,118572.32479980007
0.61,0.41,113508.35635030639
0.61,0.42,107838.51365212914
0.61,0.43,105738.46383627137
0.61,0.44,102316.79228294457
0.61,0.45,100828.86485851277
0.61,0.46,94390.34030332565
0.61,0.47,88753.11503759159
0.61,0.48,86534.36081037685
0.61,0.49,84723.27158187941
0.61,0.5,79667.66014840857
0.61,0.51,76206.05433486112
0.61,0.52,71175.87328108426
0.61,0.53,67720.71807470062
0.61,0.54,61044.01447073992
0.61,0.55,59060.86355047143
0.61,0.56,55568.88759706953
0.61,0.57,52830.38693849931
0.61,0.58,46036.0739661867
0.61,0.59,42409.08573519126
0.61,0.6,37863.07977499323
0.61,0.61,34659.81931081958
0.61,0.62,33481.556708591605
0.61,0.63,27440.790861453468
0.61,0.64,27124.45433504877
0.61,0.65,22124.412228650213
0.61,0.66,16715.452064311485
0.61,0.67,14239.517126227294
0.61,0.68,10382.890544057927
0.61,0.69,11920.141508546814
0.61,0.7,4116.907123211872
0.61,0.71,-1733.3452934034704
0.61,0.72,-2084.289166368728
0.61,0.73,-7271.720676367959
0.61,0.74,-11891.87353010727
0.61,0.75,-15076.13803036236
0.61,0.76,-18040.145344299686
0.61,0.77,-22229.84933853118
0.61,0.78,-25446.40278225633
0.61,0.79,-27496.468877695446
0.61,0.8,-29144.830409230923
0.61,0.81,-34930.52894409707
0.61,0.82,-37405.29168355395
0.61,0.83,-38170.30720682294
0.61,0.84,-42166.13690365736
0.61,0.85,-44870.88665228081
0.61,0.86,-46503.88504453942
0.61,0.87,-49009.66966990883
0.61,0.88,-53834.690803034566
0.61,0.89,-59220.96869010223
0.61,0.9,-61987.9108844988
0.61,0.91,-63814.96698968205
0.61,0.92,-66845.60300807533
0.61,0.93,-72683.89918228574
0.61,0.94,-75283.1638400233
0.61,0.95,-77034.12293603997
0.61,0.96,-86465.46518690634
0.61,0.97,-84483.25404551408
0.61,0.98,-89110.53466972837
0.61,0.99,-92102.7785701933
0.61,1.0,-94996.11115800362
0.62,0.0,137257.91783528734
0.62,0.01,179379.5031219656
0.62,0.02,210245.14851413507
0.62,0.03,223253.65337343345
0.62,0.04,235909.37690612412
0.62,0.05,237868.25047605135
0.62,0.06,238845.71450790923
0.62,0.07,241237.48026639715
0.62,0.08,238558.9964548976
0.62,0.09,238518.57552540247
0.62,0.1,235534.4680037386
0.62,0.11,232456.64753444138
0.62,0.12,229397.44881715847
0.62,0.13,225413.95901303273
0.62,0.14,222918.23326934502
0.62,0.15,218513.27963294886
0.62,0.16,216408.02384965422
0.62,0.17,212015.05785413997
0.62,0.18,208420.7349800869
0.62,0.19,205490.12614961667
0.62,0.2,200695.94661558318
0.62,0.21,194290.3983443357
0.62,0.22,192616.5511767938
0.62,0.23,187809.40432818534
0.62,0.24,184473.04027787392
0.62,0.25,181123.44213699183
0.62,0.26,174038.88967179786
0.62,0.27,169913.33579896012
0.62,0.28,170631.99802803513
0.62,0.29,163995.19185895554
0.62,0.3,161098.2135169481
0.62,0.31,157191.62982787006
0.62,0.32,148777.28392228155
0.62,0.33,143567.5478274874
0.62,0.34,143167.01955258686
0.62,0.35,139832.28705931554
0.62,0.36,134147.97118974835
0.62,0.37,130419.4743273599
0.62,0.38,129057.5856360389
0.62,0.39,123531.17354880617
0.62,0.4,119092.49236043317
0.62,0.41,114027.90047734116
0.62,0.42,112158.33191388755
0.62,0.43,107521.95746247342
0.62,0.44,100854.04764520546
0.62,0.45,97198.52497048487
0.62,0.46,96331.04511001686
0.62,0.47,88912.7641868677
0.62,0.48,85202.3726488586
0.62,0.49,86707.32753643647
0.62,0.5,78359.50996285607
0.62,0.51,76042.2392390394
0.62,0.52,70822.79104880613
0.62,0.53,66238.34540895166
0.62,0.54,66260.85168090425
0.62,0.55,60646.301219040906
0.62,0.56,55777.74553034541
0.62,0.57,52132.68607341791
0.62,0.58,45836.523137831726
0.62,0.59,44347.04231126962
0.62,0.6,38863.95538331221
0.62,0.61,33887.23414128993
0.62,0.62,34604.736182119515
0.62,0.63,30758.19983165071
0.62,0.64,27250.81768673286
0.62,0.65,20844.30193599405
0.62,0.66,17203.234608344195
0.62,0.67,15642.652596229596
0.62,0.68,10617.177937531837
0.62,0.69,7501.194156795316
0.62,0.7,2444.9614906637125
0.62,0.71,281.1079429778547
0.62,0.72,-1610.236896981537
0.62,0.73,-6087.246130925008
0.62,0.74,-7974.217878138225
0.62,0.75,-15824.98790602056
0.62,0.76,-15995.945833467791
0.62,0.77,-18500.41693544068
0.62,0.78,-26037.54439762651
0.62,0.79,-29242.49461977787
0.62,0.8,-30929.26556651845
0.62,0.81,-32770.47029129535
0.62,0.82,-35014.952647277576
0.62,0.83,-35157.64680995097
0.62,0.84,-43625.333098759045
0.62,0.85,-46189.53142070779
0.62,0.86,-50492.16315003791
0.62,0.87,-52667.15257113905
0.62,0.88,-57007.925971281526
0.62,0.89,-56761.21393994098
0.62,0.9,-60948.62470343211
0.62,0.91,-66952.33792353551
0.62,0.92,-68021.43548711664
0.62,0.93,-72497.97184367644
0.62,0.94,-73387.01764210113
0.62,0.95,-74561.14672286024
0.62,0.96,-83833.37370690481
0.62,0.97,-85098.89090482697
0.62,0.98,-88338.55977356152
0.62,0.99,-92102.7785701933
0.62,1.0,-94996.11115800362
0.63,0.0,137247.83657781978
0.63,0.01,180138.9987968137
0.63,0.02,205372.47189292902
0.63,0.03,227411.43091515583
0.63,0.04,231849.94811616087
0.63,0.05,238973.48545125185
0.63,0.06,241522.9353593383
0.63,0.07,240468.3669675899
0.63,0.08,240376.07594438823
0.63,0.09,236914.69390022793
0.63,0.1,235504.7974529772
0.63,0.11,231899.76661225248
0.63,0.12,230220.16676408672
0.63,0.13,225603.01233465888
0.63,0.14,223236.1773623463
0.63,0.15,218378.89703405154
0.63,0.16,216860.26680869696
0.63,0.17,213172.48758584057
0.63,0.18,208106.28960263586
0.63,0.19,202839.73477652378
0.63,0.2,200093.83702091652
0.63,0.21,195903.0451015481
0.63,0.22,192815.9086857654
0.63,0.23,186964.57550149562
0.63,0.24,182151.5885031008
0.63,0.25,181531.18520313836
0.63,0.26,173941.50487311807
0.63,0.27,169173.41444246768
0.63,0.28,167193.84211655057
0.63,0.29,164655.46424146995
0.63,0.3,159084.1452331361
0.63,0.31,153785.8061332785
0.63,0.32,150096.50673801178
0.63,0.33,148248.76277313303
0.63,0.34,143117.5313650465
0.63,0.35,137843.39162513963
0.63,0.36,133891.16485786773
0.63,0.37,129581.79119878735
0.63,0.38,125507.59286549657
0.63,0.39,126462.6261226416
0.63,0.4,117802.23009649201
0.63,0.41,114548.08840504348
0.63,0.42,110175.10508162432
0.63,0.43,106004.6232250044
0.63,0.44,99529.57504432034
0.63,0.45,97276.04011802826
0.63,0.46,94068.53597920142
0.63,0.47,87991.14661694049
0.63,0.48,84326.05679672446
0.63,0.49,83604.2731548822
0.63,0.5,77316.74125281932
0.63,0.51,75612.84248721282
0.63,0.52,72638.69799182616
0.63,0.53,70748.93206386873
0.63,0.54,62400.74682947523
0.63,0.55,57554.59768103179
0.63,0.56,55505.3214818269
0.63,0.57,51666.38698432489
0.63,0.58,46815.636268519615
0.63,0.59,42787.107972660335
0.63,0.6,37263.35426005816
0.63,0.61,37506.05125191919
0.63,0.62,35294.92676358377
0.63,0.63,31318.4328619035
0.63,0.64,22735.34597342558
0.63,0.65,23641.677982464607
0.63,0.66,16669.01799887007
0.63,0.67,15467.772536429144
0.63,0.68,13905.885618598513
0.63,0.69,9176.565761783626
0.63,0.7,5395.60921294262
0.63,0.71,-1658.2106144521426
0.63,0.72,-1661.8218297472476
0.63,0.73,-5516.756599134433
0.63,0.74,-9674.6995604876
0.63,0.75,-14818.262431015013
0.63,0.76,-16464.14916489834
0.63,0.77,-18312.032273794888
0.63,0.78,-21524.5135579896
0.63,0.79,-29609.885800011885
0.63,0.8,-31061.984581708617
0.63,0.81,-31068.207078310552
0.63,0.82,-36241.08828527175
0.63,0.83,-39645.16720669539
0.63,0.84,-41289.691288287184
0.63,0.85,-47086.477149910366
0.63,0.86,-47810.924762460054
0.63,0.87,-52737.413939040925
0.63,0.88,-58671.38811209619
0.63,0.89,-55910.92939578073
0.63,0.9,-60416.67625804163
0.63,0.91,-66025.82534995514
0.63,0.92,-66737.88460082149
0.63,0.93,-74125.79744693202
0.63,0.94,-77336.90865857399
0.63,0.95,-77906.7073279761
0.63,0.96,-82639.57137623953
0.63,0.97,-85098.89090482697
0.63,0.98,-90518.41468620123
0.63,0.99,-92102.7785701933
0.63,1.0,-94996.11115800362
0.64,0.0,137126.3667012014
0.64,0.01,178949.1291410713
0.64,0.02,209330.92866750713
0.64,0.03,225586.91169224645
0.64,0.04,232367.29006520452
0.64,0.05,238534.91647438597
0.64,0.06,241359.81626697473
0.64,0.07,240777.72583849978
0.64,0.08,238583.2306677549
0.64,0.09,238586.46818435527
0.64,0.1,235341.45212231195
0.64,0.11,231928.9946726906
0.64,0.12,230915.56623947498
0.64,0.13,226051.16265628522
0.64,0.14,222183.95552399207
0.64,0.15,220404.47782952813
0.64,0.16,216946.67287791913
0.64,0.17,213574.79559468463
0.64,0.18,208722.8062485139
0.64,0.19,205389.72235362977
0.64,0.2,197960.9382203765
0.64,0.21,194312.1884505393
0.64,0.22,192315.01333126082
0.64,0.23,187728.80732183918
0.64,0.24,184069.0303188912
0.64,0.25,179759.82993432877
0.64,0.26,175628.31409975525
0.64,0.27,171754.98319006356
0.64,0.28,165608.9108028082
0.64,0.29,163827.18351931858
0.64,0.3,159195.12032645984
0.64,0.31,154409.93852201154
0.64,0.32,152622.32046644183
0.64,0.33,146927.81096842964
0.64,0.34,144277.19125345701
0.64,0.35,137726.28124756098
0.64,0.36,134889.8705161155
0.64,0.37,130187.96368725036
0.64,0.38,128552.66238209697
0.64,0.39,121878.31912475695
0.64,0.4,118741.0508617159
0.64,0.41,115859.08877672603
0.64,0.42,107388.86645965299
0.64,0.43,106369.47145260176
0.64,0.44,102909.48326704925
0.64,0.45,97879.09225461219
0.64,0.46,95870.76558175188
0.64,0.47,88951.90658963575
0.64,0.48,84535.30196907462
0.64,0.49,84923.8897078264
0.64,0.5,79655.9613082615
0.64,0.51,75815.51389267374
0.64,0.52,69636.71497983909
0.64,0.53,67404.90431274728
0.64,0.54,64353.88135254928
0.64,0.55,58937.67336280358
0.64,0.56,55962.9570739955
0.64,0.57,51344.7812582653
0.64,0.58,47869.72316161089
0.64,0.59,44698.28898701784
0.64,0.6,39706.465190003386
0.64,0.61,38396.348104180885
0.64,0.62,33790.18052707489
0.64,0.63,29602.747505088617
0.64,0.64,21758.062711217142
0.64,0.65,20901.265095269395
0.64,0.66,14906.184114945367
0.64,0.67,14143.553063861451
0.64,0.68,11666.575279089158
0.64,0.69,7745.174655580022
0.64,0.7,1815.1547158906442
0.64,0.71,-435.3538928783573
0.64,0.72,-1223.9575840718144
0.64,0.73,-4599.033936911064
0.64,0.74,-10343.405520235585
0.64,0.75,-15562.686995368676
0.64,0.76,-15607.66290941862
0.64,0.77,-20567.44233372288
0.64,0.78,-22738.342896666298
0.64,0.79,-29468.94761247158
0.64,0.8,-31460.703928906907
0.64,0.81,-31731.56088346395
0.64,0.82,-33826.24450563024
0.64,0.83,-40399.15090846565
0.64,0.84,-40290.39952607874
0.64,0.85,-43435.34354761499
0.64,0.86,-49740.69593282239
0.64,0.87,-51814.245396163366
0.64,0.88,-51910.20012126276
0.64,0.89,-58576.430818674766
